sample_idx,label_idx,character,seq_length,feature_mean,feature_std,feature_min,feature_max
891,19,t,5,-3.2395036,21.57749,-249.35913,76.84326
892,7,h,3,-0.54367787,16.6253,-249.8169,87.280266
893,17,r,5,0.39399216,13.410313,-106.93359,88.37891
894,14,o,4,-1.4318494,16.458427,-183.49457,65.071106
895,20,u,6,-2.654915,22.940876,-250.0,213.86719
896,6,g,8,-0.3669417,11.394203,-234.13086,33.355713
897,7,h,7,-0.4939105,13.912839,-140.52582,156.86035
898,36,SPACE,6,0.06693758,6.451913,-62.469482,47.973633
899,14,o,10,-0.6238026,14.153433,-171.57745,40.64941
900,15,p,6,-0.8242374,9.937503,-124.96185,22.094725
901,4,e,4,0.25194407,5.1973023,-61.50818,45.799255
902,13,n,2,-0.69950086,17.921247,-167.94586,196.28906
903,36,SPACE,8,-0.53841156,10.777523,-92.77344,91.30859
904,11,l,7,-1.3885368,16.357794,-179.17633,203.01819
905,8,i,6,-0.6645047,8.711828,-116.17279,101.5625
906,10,k,8,-0.13210082,7.1297593,-116.02783,105.46875
907,4,e,3,0.027617121,1.7373283,-18.547058,13.633728
908,36,SPACE,4,-1.2140021,25.312178,-249.8703,218.87207
909,7,h,7,-0.96744096,18.570349,-248.7793,208.00781
910,0,a,4,0.75826794,16.933107,-249.75586,203.24707
911,21,v,2,-0.9003532,16.18006,-249.82452,79.27704
912,4,e,7,-3.0710268,29.669445,-249.93896,128.70789
913,36,SPACE,4,-0.35873038,21.535519,-228.47748,115.78368
914,15,p,7,-1.3167166,14.677481,-248.45123,35.7666
915,20,u,8,-1.5637347,16.1887,-226.53961,197.80731
916,1,b,6,0.071706615,1.9195074,-15.4953,15.747069
917,11,l,10,0.4656579,8.274725,-29.197693,181.64062
918,8,i,8,-1.8346125,17.04477,-249.02344,11.795044
919,2,c,6,-1.6724187,24.92595,-250.0,195.35065
920,36,SPACE,9,-0.9410589,18.226992,-185.54688,238.83057
921,22,w,10,-2.2087018,21.772606,-249.64142,228.52325
922,14,o,4,-1.0167352,21.208252,-187.46948,156.28815
923,17,r,6,-4.0854626,24.87149,-249.50409,87.21924
924,10,k,3,-0.13864966,11.518268,-122.97821,93.50585
925,36,SPACE,9,0.71355045,13.765829,-91.71295,192.38281
926,14,o,7,0.6199891,14.361988,-62.5,211.18164
927,17,r,4,-2.9765465,20.602213,-249.49646,71.77734
928,3,d,4,-0.18536715,13.429754,-116.57715,116.027824
929,4,e,6,-1.0278757,21.694221,-188.47656,125.97656
930,17,r,8,-2.023327,24.969767,-217.99469,125.0
931,36,SPACE,2,-1.6049497,19.771366,-249.90845,80.078125
932,8,i,4,-0.39705452,9.118857,-83.465576,89.35547
933,13,n,5,-0.4132528,13.148602,-238.2431,37.742615
934,36,SPACE,8,0.16606332,7.0886745,-78.063965,28.72467
935,22,w,2,0.07066175,2.6399696,-42.94586,33.325195
936,4,e,6,-1.175623,26.556717,-245.8725,195.61768
937,11,l,2,-0.9266106,18.788702,-224.41101,125.97656
938,11,l,4,0.49855894,11.11883,-78.91846,101.60065
939,36,SPACE,7,-0.5309581,4.710671,-45.898438,19.561768
940,14,o,7,-2.735972,14.748931,-249.75586,19.90509
941,17,r,2,0.3747317,2.9690433,-8.422852,31.105042
942,36,SPACE,4,-0.96044385,13.178494,-203.125,71.3501
943,21,v,8,-1.6380103,18.861132,-183.10547,76.2558
944,4,e,4,-2.3934789,19.131107,-247.80273,62.8891
945,13,n,6,1.2871332,13.357997,-114.608765,120.010376
946,36,SPACE,8,-1.5609487,15.378484,-249.8703,49.75128
947,14,o,4,-0.7446885,10.107611,-187.38556,102.02026
948,13,n,7,-2.8066175,19.175224,-248.03162,125.579834
949,11,l,6,-2.4073656,16.422348,-249.6872,133.88824
950,24,y,8,-4.785405,28.352182,-249.98474,228.52325
951,36,SPACE,7,0.63806075,13.852332,-115.15808,192.47437
952,13,n,8,2.9114754,12.980177,-53.466793,68.29834
953,38,BACKSPACE,10,-0.07010932,12.758577,-249.67194,94.23828
954,8,i,9,-0.21121752,3.9202578,-62.47711,11.558533
955,13,n,4,-0.07156847,4.348144,-56.266785,27.85492
956,36,SPACE,8,-0.13648748,13.4292145,-184.57031,185.79102
957,18,s,6,0.21838091,13.573496,-202.97241,218.88733
958,14,o,4,-0.6234872,12.551324,-124.96948,62.19482
959,12,m,5,-2.7987518,17.676191,-249.5575,28.09906
960,4,e,6,-0.32709786,6.8788953,-85.92987,33.3786
961,36,SPACE,5,-0.37403297,14.900134,-124.49646,218.81104
962,22,w,4,1.5667795,12.4589815,-156.25,89.87427
963,17,r,7,-4.16312,29.502323,-249.87793,185.61554
964,8,i,2,-2.3320167,21.447386,-240.22675,103.75976
965,19,t,10,-3.7024298,30.182882,-249.02344,203.125
966,4,e,10,0.59275675,16.166481,-231.92596,70.92285
967,36,SPACE,10,-1.5695633,20.906023,-249.93896,188.43079
968,19,t,10,-0.81707025,12.298698,-152.22931,54.6875
969,20,u,5,0.15602368,6.3386464,-62.5,61.09619
970,17,r,7,0.39759243,12.800797,-250.0,40.641785
971,13,n,5,-1.4470925,18.697773,-249.87793,91.55273
972,36,SPACE,8,0.62444985,13.365595,-62.3703,160.18677
973,0,a,10,-0.32673898,20.118896,-249.6872,242.69867
974,18,s,6,-0.36882555,12.324871,-124.83978,62.5
975,36,SPACE,3,-0.93086195,18.688562,-249.00818,141.4566
976,15,p,9,-2.629494,15.774779,-170.63141,41.511536
977,20,u,8,-4.0852547,21.470379,-249.31335,96.00067
978,1,b,7,-1.7507085,18.126173,-246.03271,65.963745
979,11,l,4,-0.46243462,17.785656,-248.03925,88.98925
980,8,i,9,1.1086998,15.899227,-85.92987,195.77026
981,2,c,4,-0.6683328,14.652056,-249.97711,187.73651
982,36,SPACE,4,-0.6808192,11.587817,-120.60547,59.57031
983,0,a,10,-0.5562377,26.690468,-249.95422,187.74414
984,6,g,2,-0.84396696,16.157425,-242.1875,125.03815
985,0,a,4,0.6162618,14.108839,-91.73584,208.00781
986,13,n,10,-2.3509889,26.313942,-249.45831,188.50708
987,38,BACKSPACE,10,-0.67642844,14.999952,-187.01172,219.94019
988,8,i,8,-0.7745242,10.906638,-249.5346,10.925292
989,13,n,4,-0.8561306,10.915881,-234.29108,78.186035
990,36,SPACE,6,-1.349646,13.589026,-230.4306,125.25177
991,3,d,4,-0.8302861,17.465595,-249.97711,227.10419
992,14,o,4,-1.8237772,18.738678,-249.9466,72.32666
993,22,w,5,-0.9016757,12.005705,-124.98474,47.27173
994,13,n,4,-1.4345198,20.702791,-249.71771,134.90295
995,36,SPACE,9,-0.43936566,10.813156,-62.49237,82.51953
996,22,w,4,-0.37943813,5.7875943,-94.818115,24.421692
997,0,a,8,-0.34891492,25.324783,-249.95422,219.23828
998,24,y,3,-1.2897342,19.598227,-249.51172,125.0
999,36,SPACE,6,-2.096135,19.264126,-245.11719,47.87445
1000,12,m,5,-0.89826477,7.1510696,-109.15375,23.55957
1001,0,a,6,-1.308578,12.529718,-240.02838,25.45166
1002,13,n,1,-0.6255937,15.05616,-249.8703,71.08307
1003,36,SPACE,9,-4.4084496,31.577599,-250.0,105.95702
1004,19,t,4,-5.9950566,31.958942,-248.88611,126.12152
1005,0,a,10,-2.0126343,31.226759,-248.04688,193.35938
1006,10,k,6,-0.8917736,15.227033,-125.0,95.84808
1007,4,e,2,0.18864977,13.212539,-249.87793,156.26526
1008,36,SPACE,6,-1.958504,22.717358,-249.7406,91.00341
1009,0,a,4,-0.2961404,14.391113,-249.02344,93.811035
1010,36,SPACE,4,-0.9911827,16.688812,-186.50055,75.82092
1011,8,i,6,-2.8628843,24.654373,-244.14062,138.76343
1012,36,SPACE,10,-2.3654113,24.138355,-242.0578,156.25
1013,22,w,9,1.9255265,16.212284,-250.0,91.46881
1014,8,i,2,0.019352723,13.444513,-125.0,112.52594
1015,19,t,7,-8.6710825,41.526722,-249.96948,176.17035
1016,7,h,2,-0.7501188,12.360828,-124.02344,54.93164
1017,36,SPACE,10,-2.0269628,18.301283,-249.99237,104.019165
1018,2,c,9,-3.8319287,34.672634,-249.95422,203.32336
1019,14,o,2,0.09478827,15.218087,-213.24158,113.58642
1020,13,n,4,0.421653,13.394211,-93.37616,193.84766
1021,3,d,10,4.884878,22.69835,-122.94769,189.45312
1022,8,i,10,-1.8201541,23.863499,-234.375,119.67468
1023,3,d,6,-1.3000561,16.830835,-155.9906,205.55115
1024,4,e,7,1.4189504,18.99395,-124.83215,156.25763
1025,17,r,5,-1.7253132,19.171118,-187.01172,101.5625
1026,36,SPACE,3,-0.7240009,16.969297,-248.94714,140.625
1027,17,r,6,-1.4111818,20.219381,-120.60547,147.9721
1028,4,e,10,-3.48012,31.651478,-248.04688,187.6831
1029,0,a,7,-2.708032,28.4809,-249.95422,109.61914
1030,11,l,4,-1.4331864,17.75847,-249.88556,87.09716
1031,36,SPACE,4,-1.4233373,20.978992,-249.75586,74.13483
1032,8,i,6,0.10036013,13.8427305,-124.6109,133.54492
1033,13,n,5,-1.4328389,12.7095585,-121.025085,99.94507
1034,19,t,4,-2.5803564,18.959091,-248.85559,60.485836
1035,14,o,4,-1.4391977,14.491274,-249.87793,67.62695
1036,36,SPACE,6,0.34586915,19.824907,-249.95422,191.40625
1037,15,p,6,-0.096875146,8.4717245,-124.8703,63.11035
1038,11,l,1,0.35110414,8.041579,-31.936646,191.56647
1039,0,a,3,-1.0989624,15.073072,-202.8656,41.137695
1040,13,n,5,-1.9625913,21.390795,-247.87903,72.29614
1041,36,SPACE,8,-1.2628655,17.605238,-249.02344,125.061035
1042,6,g,10,-3.0001183,21.297354,-249.93896,127.92969
1043,14,o,4,-0.8762923,12.992071,-187.49237,79.3457
1044,21,v,10,-2.8274162,17.538834,-249.49646,34.240723
1045,4,e,6,1.5733969,19.84197,-248.49701,197.28088
1046,17,r,6,-1.4414365,22.540535,-225.56305,121.51337
1047,13,n,4,-1.6789985,21.892572,-218.74237,207.10754
1048,36,SPACE,7,-0.9657818,16.025068,-249.98474,80.55115
1049,20,u,4,0.13622057,12.621991,-93.47534,211.04431
1050,18,s,6,-0.2907705,19.111675,-246.11664,236.32812
1051,4,e,6,-1.6456345,24.660767,-248.04688,198.08197
1052,36,SPACE,5,-1.3819056,20.61157,-242.17224,88.562004
1053,5,f,4,-1.5744114,19.31131,-249.98474,84.70154
1054,14,o,4,-1.0445626,18.590963,-242.1875,102.60009
1055,17,r,4,-0.3497226,11.820034,-237.22076,109.375
1056,12,m,5,0.03997076,11.5426235,-108.87909,187.7594
1057,36,SPACE,8,-3.109896,16.946463,-249.83215,78.5141
1058,19,t,4,-2.0530388,17.613882,-250.0,25.756834
1059,7,h,4,-0.58328503,6.0948095,-93.37616,27.587889
1060,0,a,5,1.63837,21.835657,-226.52435,191.42914
1061,19,t,6,0.57942027,13.48906,-125.0,82.07703
1062,36,SPACE,10,-1.7394527,19.40354,-124.95422,97.717285
1063,5,f,7,-0.06889923,8.258743,-124.51172,45.349117
1064,0,a,10,1.4316149,24.534674,-243.24799,119.09485
1065,2,c,5,-2.0428896,18.277102,-247.96295,78.79639
1066,19,t,4,-0.92920876,11.561263,-157.65381,37.04834
1067,36,SPACE,10,-3.6250057,28.28252,-243.91174,213.18817
1068,17,r,4,-0.36710134,10.058368,-91.76636,193.45093
1069,6,g,8,-2.5513387,13.061839,-138.67188,31.921385
1070,38,BACKSPACE,9,-1.8839356,17.690546,-249.93896,44.92187
1071,8,i,8,-0.24622022,11.135894,-249.98474,62.5
1072,6,g,2,-0.493652,10.391884,-250.0,5.859375
1073,7,h,6,-1.7416061,16.687323,-246.09375,164.0625
1074,19,t,1,-0.3830755,7.4493504,-100.45624,117.91992
1075,36,SPACE,6,-0.88145226,13.739683,-187.5,44.43359
1076,14,o,10,0.45717123,22.904514,-249.9466,143.61572
1077,21,v,4,-1.8994364,14.8022785,-124.938965,62.530518
1078,4,e,6,0.6614438,25.853775,-245.99457,127.5177
1079,17,r,5,-2.8665597,30.382639,-249.7406,141.35742
1080,36,SPACE,1,-1.0920657,14.088461,-177.21558,61.218258
1081,1,b,7,0.39778265,12.773539,-108.12378,89.87427
1082,0,a,6,-1.0162796,21.13314,-218.26172,114.089966
1083,2,c,7,-0.911644,16.92635,-224.5636,94.17724
1084,10,k,2,-1.0581962,21.105095,-216.78162,218.75
1085,36,SPACE,8,0.09017783,20.004988,-217.51404,125.0
1086,18,s,7,1.5899125,23.327427,-250.0,187.98828
1087,19,t,8,-5.8134527,39.356544,-249.83978,156.80695
1088,0,a,10,-2.6959863,34.731415,-250.0,146.05713
1089,13,n,3,0.27271858,14.846218,-249.4278,86.868286
1090,3,d,4,-0.9317981,17.90617,-237.30469,88.72986
1091,36,SPACE,6,1.2410947,25.062103,-247.00165,217.7887
1092,22,w,3,1.2719761,10.807424,-124.97711,81.05469
1093,4,e,4,-2.91975,23.214943,-240.94391,125.0
1094,11,l,4,-3.0277,25.21918,-249.63379,125.305176
1095,11,l,7,-0.18823735,7.964595,-65.36865,70.7016
1096,36,SPACE,2,-0.40774247,4.2611055,-61.019897,14.839172
1097,19,t,10,-5.3008375,28.057089,-238.74664,127.00653
1098,7,h,2,-0.74229616,17.665257,-234.23004,169.37254
1099,8,i,6,0.06527772,18.107618,-249.01581,117.78259
1100,18,s,5,0.83050627,9.090338,-85.69336,61.203003
1101,36,SPACE,3,-0.7243,15.333577,-167.78564,157.22656
1102,14,o,5,0.9479333,13.927957,-61.9812,219.11621
1103,13,n,6,-1.4278752,15.931935,-250.0,191.46729
1104,4,e,5,-1.5191822,20.814905,-249.4812,111.03058
1105,36,SPACE,2,-0.2661565,13.36057,-210.77728,133.8501
1106,14,o,6,-0.7894612,20.797943,-249.51172,220.88623
1107,11,l,6,-2.4986043,16.030981,-242.0044,48.828125
1108,3,d,3,0.093668304,9.61429,-62.47711,187.65259
1109,36,SPACE,4,-2.1917105,30.642164,-246.09375,196.42639
1110,5,f,4,-2.7466214,24.994629,-249.83215,125.02289
1111,4,e,10,-0.34028175,27.89166,-245.59784,177.5055
1112,21,v,8,-1.1520956,20.492834,-124.90845,102.11182
1113,4,e,6,-0.7625523,22.477137,-249.14551,80.10101
1114,14,o,8,-0.34967837,20.66079,-249.99237,140.625
1115,15,p,6,-0.8906219,11.477717,-249.98474,10.375976
1116,36,SPACE,7,-0.9332867,12.937426,-246.76514,24.108885
1117,17,r,4,-2.9109929,19.333479,-249.98474,94.29932
1118,20,u,1,-0.23909788,8.748589,-122.802734,73.73047
1119,13,n,7,0.14926043,11.266729,-163.88702,79.22363
1120,36,SPACE,4,-0.7978207,6.754928,-62.5,27.465818
1121,1,b,7,-1.0602115,13.211304,-249.97711,42.69409
1122,14,o,6,-1.35865,16.117914,-249.00055,196.82312
1123,19,t,5,-1.1579685,14.6566,-123.90137,97.8775
1124,7,h,2,-0.13377635,4.085264,-62.469482,17.944336
1125,36,SPACE,8,-0.40836918,21.001097,-116.08886,187.54578
1126,1,b,7,1.1874452,16.091806,-186.95831,203.62854
1127,0,a,2,-0.32895342,4.2266097,-62.423706,17.372131
1128,2,c,9,-1.3371975,24.454409,-249.02344,204.10156
1129,10,k,1,-0.53482074,12.609938,-241.60767,76.59912
1130,36,SPACE,7,0.07520886,10.50408,-68.51196,97.74017
1131,7,h,6,-0.8695084,9.737239,-124.816895,20.317078
1132,14,o,9,0.63101923,7.4508533,-57.121277,28.381346
1133,22,w,2,-0.055217963,3.368674,-39.42871,28.442383
1134,4,e,6,-4.095089,27.41428,-249.80927,82.99255
1135,21,v,4,-0.30148444,18.897984,-249.87793,153.22876
1136,4,e,2,0.08409277,6.8808355,-69.15283,71.07544
1137,17,r,7,-3.2578304,28.784674,-249.96948,207.04651
1138,8,i,6,-0.9788679,15.853331,-226.5625,95.703125
1139,13,n,6,-0.6653761,15.9014225,-244.86542,47.01233
1140,36,SPACE,7,1.0561221,11.940939,-62.469482,125.01526
1141,22,w,3,0.1965047,10.337772,-103.507996,204.59747
1142,14,o,5,-2.4883687,24.552267,-249.99237,126.0376
1143,17,r,3,-1.8917162,21.324768,-249.97711,200.37842
1144,10,k,4,-2.2114174,23.28844,-245.96405,76.72119
1145,36,SPACE,6,-0.11460173,9.355379,-62.5,109.61914
1146,38,BACKSPACE,10,-1.3829501,18.384415,-241.08887,59.814453
1147,36,SPACE,10,0.61442953,7.142053,-124.84741,31.25
1148,22,w,4,-0.35467887,2.262489,-23.406982,7.8125
1149,14,o,6,-2.4814239,22.683697,-250.0,69.29016
1150,17,r,4,-3.874928,26.07578,-249.80164,230.02625
1151,10,k,10,-2.5207808,23.717112,-250.0,125.97656
1152,36,SPACE,8,-0.20628043,4.217282,-50.750732,15.258788
1153,18,s,2,-0.14444327,4.929194,-104.515076,41.015625
1154,19,t,8,-3.7770011,31.164577,-250.0,191.4444
1155,8,i,4,-1.5660737,22.841732,-248.22235,216.91895
1156,11,l,7,-0.10746308,16.449066,-249.83978,82.64923
1157,11,l,6,0.7011568,6.0051904,-36.117554,33.39386
1158,36,SPACE,4,-1.5870415,19.729284,-248.84796,42.83905
1159,0,a,5,-0.53345805,16.072805,-243.0191,69.03076
1160,13,n,4,-1.4723852,18.780588,-249.98474,74.70703
1161,3,d,4,-2.2069664,26.891953,-244.01855,188.8504
1162,36,SPACE,4,-0.67889,17.659233,-237.91504,115.78368
1163,22,w,4,1.6701604,14.37544,-119.11774,129.39453
1164,7,h,2,0.67592275,16.416386,-242.1875,119.26269
1165,4,e,5,-2.4170628,24.535938,-249.83978,196.96808
1166,13,n,4,-0.21541862,14.724523,-117.04254,125.61035
1167,36,SPACE,6,0.0932761,7.3388186,-60.546875,36.27014
1168,7,h,8,-2.227767,18.72167,-249.96948,70.3125
1169,0,a,10,0.34405294,14.391911,-125.0,60.30273
1170,21,v,3,-1.365202,14.733828,-187.33215,45.776363
1171,4,e,4,-2.8289356,22.722897,-216.37726,92.552185
1172,36,SPACE,4,-1.6051534,17.765116,-247.0398,95.82519
1173,14,o,5,-1.1223135,16.23008,-203.10974,218.8034
1174,17,r,5,-0.57331336,12.529962,-148.39935,230.5603
1175,36,SPACE,4,-0.5484878,10.524097,-171.6156,60.05859
1176,13,n,10,-2.314293,18.962404,-249.63379,93.78052
1177,14,o,4,-0.042756587,9.708235,-123.909,66.474915
1178,19,t,4,-3.242848,19.61889,-248.48938,39.115906
1179,36,SPACE,3,-0.27667326,12.019013,-152.62604,80.5664
1180,20,u,6,0.653704,13.179521,-124.70245,125.48828
1181,13,n,4,0.3170967,7.8121967,-74.028015,85.9375
1182,3,d,2,0.11429257,2.4327874,-29.479979,24.230955
1183,4,e,7,-0.2476007,29.000658,-249.80927,150.63477
1184,17,r,3,-0.54384273,17.498856,-179.62646,86.34186
1185,36,SPACE,3,-3.8466184,20.90237,-187.33215,49.27826
1186,6,g,6,-1.9057733,26.138653,-232.54395,140.38086
1187,17,r,7,1.8580905,29.767612,-234.25293,145.01953
1188,14,o,1,-0.18226981,8.789436,-124.801636,57.983395
1189,20,u,6,-2.9531646,24.98419,-243.89648,187.50763
1190,15,p,6,-0.53012663,9.783874,-152.29034,37.490845
1191,36,SPACE,7,-0.10750381,18.165012,-218.26172,125.24414
1192,18,s,8,1.2677034,21.167625,-186.51581,104.47693
1193,7,h,2,0.3559368,17.954205,-210.87646,218.78052
1194,14,o,9,-0.6840355,27.28039,-249.74823,164.00145
1195,22,w,6,-0.35677093,11.302897,-250.0,24.475098
1196,36,SPACE,5,-2.4276872,24.692123,-217.75818,131.83594
1197,5,f,6,-5.1165133,37.11921,-249.97711,187.5
1198,14,o,4,-3.5602667,27.969484,-250.0,139.8468
1199,17,r,4,0.57486266,15.256989,-200.17242,128.96729
1200,36,SPACE,1,0.33206597,4.7815857,-31.24237,45.76111
1201,19,t,7,-3.7079458,25.157688,-249.01581,218.81104
1202,20,u,2,-0.027275473,4.8765054,-97.36633,32.25708
1203,17,r,7,0.57571703,21.172401,-249.72534,92.666626
1204,13,n,2,-2.221487,21.579441,-226.44043,149.41406
1205,36,SPACE,6,0.02636248,16.543163,-155.27344,187.74414
1206,18,s,10,-1.3670193,32.38302,-250.0,123.47411
1207,4,e,6,-2.439677,27.19864,-248.35205,127.56347
1208,19,t,9,-7.818596,43.896244,-249.93896,199.53156
1209,36,SPACE,8,-0.21234311,23.143827,-194.77844,99.30419
1210,4,e,10,0.4881355,20.261637,-250.0,131.83594
1211,15,p,5,-1.9685289,28.016537,-249.8703,156.61621
1212,14,o,6,0.058365684,13.29143,-90.55328,203.78876
1213,15,p,6,-0.25786048,3.2963274,-31.25,19.042969
1214,11,l,4,-0.089380816,1.6461277,-27.832031,6.774902
1215,4,e,4,-1.0809509,11.990889,-249.9466,8.544922
1216,36,SPACE,6,-2.41246,24.283363,-246.58203,109.00878
1217,18,s,7,0.42425287,12.258514,-93.66608,93.75
1218,19,t,10,-5.1782455,39.67746,-249.61853,187.50763
1219,8,i,10,-1.1188956,28.571335,-247.7417,166.19872
1220,11,l,9,0.37485957,5.005088,-70.121765,22.499084
1221,11,l,4,0.15459085,4.6646705,-61.912537,63.041687
1222,36,SPACE,8,-0.6321819,17.728535,-250.0,187.74414
1223,14,o,7,-3.0818412,21.54368,-242.16461,31.845093
1224,19,t,2,-1.8361301,14.414675,-240.57007,40.40527
1225,7,h,6,-2.0329344,22.877348,-237.57935,218.81104
1226,4,e,9,2.689849,14.342611,-62.47711,81.9397
1227,17,r,6,-3.4703865,28.304165,-249.48883,152.771
1228,38,BACKSPACE,10,-2.3583016,31.11314,-249.43542,144.40918
1229,4,e,4,0.22841546,6.616703,-109.21478,42.09137
1230,36,SPACE,10,-4.927467,40.043396,-249.96948,234.375
1231,0,a,7,-1.1921741,18.047773,-234.3216,132.82013
1232,18,s,9,1.1446435,19.795343,-210.37292,94.7113
1233,10,k,2,-1.4117851,12.551147,-178.94745,31.677244
1234,36,SPACE,7,-2.7425623,19.05836,-249.51172,93.96362
1235,19,t,4,-3.5924623,20.393385,-246.04797,60.363766
1236,20,u,4,-0.6883817,17.167536,-199.34845,125.00763
1237,17,r,4,0.29570845,8.970177,-93.20068,62.62207
1238,13,n,4,-0.10087782,7.4168844,-62.423706,47.24121
1239,36,SPACE,7,-0.6249473,10.070916,-124.98474,45.135498
1240,15,p,6,-0.012353703,5.544703,-119.98749,14.640808
1241,17,r,5,-1.2930987,16.727983,-158.3786,94.970695
1242,4,e,4,-1.0319633,17.660578,-247.00928,136.47461
1243,18,s,6,0.91846263,18.632366,-186.8515,218.91022
1244,4,e,9,-0.9801045,20.1481,-242.14935,78.15552
1245,13,n,4,-2.6642818,19.493883,-249.45831,66.42914
1246,19,t,4,-4.1306643,26.601543,-242.1875,115.19623
1247,36,SPACE,7,-1.927873,26.410662,-210.44922,156.4331
1248,8,i,4,-0.25514656,7.8274984,-124.48883,63.50708
1249,13,n,4,0.2638259,9.841844,-124.687195,62.75177
1250,2,c,4,-2.4164677,16.321571,-242.1875,33.638
1251,17,r,4,-0.31809518,20.833702,-187.11853,195.37354
1252,4,e,10,-1.3759247,33.855625,-249.93896,193.50433
1253,0,a,10,1.4812988,28.029768,-249.93134,140.625
1254,18,s,6,0.25242412,12.254204,-117.1875,92.20123
1255,4,e,6,-2.602468,23.00535,-249.96185,84.30481
1256,36,SPACE,5,-1.1928627,23.0916,-187.13379,218.75
1257,2,c,10,-1.8213834,19.621067,-187.4466,79.64325
1258,14,o,5,-1.5431373,19.042368,-144.92798,145.75195
1259,13,n,6,-1.7624993,17.878056,-218.73474,97.709656
1260,21,v,3,-1.0888063,10.688366,-124.22943,164.0625
1261,8,i,10,-0.98169917,28.901789,-244.12537,122.13134
1262,18,s,6,-1.0677799,10.293129,-116.67633,41.305542
1263,3,d,8,-2.5286634,22.573305,-187.01172,164.0625
1264,38,BACKSPACE,9,-1.3842404,20.77164,-249.97711,125.98419
1265,4,e,10,-0.2763966,3.6212106,-28.9917,10.19287
1266,17,r,4,-1.6855384,25.454195,-231.8039,137.7182
1267,36,SPACE,5,-2.92458,25.594511,-217.74292,135.74219
1268,20,u,10,-2.8658419,25.713455,-249.96948,125.24414
1269,18,s,4,2.7002087,13.709373,-58.59375,94.573975
1270,4,e,5,-3.0159655,25.395454,-249.75586,133.42285
1271,36,SPACE,6,-0.72912955,20.032276,-125.0,197.26562
1272,2,c,6,-2.01782,23.08867,-249.32861,218.88733
1273,7,h,2,0.428686,3.2169774,-8.7890625,35.446167
1274,8,i,10,-0.8519718,13.030242,-121.06323,125.97656
1275,11,l,7,-0.27376732,4.9880304,-62.454224,23.742674
1276,3,d,4,0.37976357,10.6985035,-130.79071,219.11621
1277,36,SPACE,6,-1.1204674,27.195492,-238.27362,237.51831
1278,22,w,8,-1.459676,18.870777,-248.73352,56.213375
1279,14,o,2,-0.30326527,11.750054,-116.42456,125.0
1280,17,r,7,-4.9134407,30.885391,-245.36133,172.07336
1281,36,SPACE,10,-0.41419557,15.093132,-124.83978,94.54345
1282,0,a,6,1.7806338,15.100846,-134.71985,242.67578
1283,18,s,5,0.9712059,9.666367,-120.95642,62.64496
1284,36,SPACE,4,-0.82929844,12.945365,-124.99237,72.265625
1285,10,k,10,-1.9013622,14.611555,-187.40082,43.029785
1286,13,n,5,-0.855334,7.5457172,-84.46503,54.6875
1287,14,o,5,-0.035544652,3.7335622,-62.23297,17.12799
1288,22,w,3,0.014124134,1.962752,-23.422241,10.131835
1289,13,n,3,-0.4969679,15.236919,-124.069214,141.70074
1290,36,SPACE,9,-0.5988067,13.748851,-104.98047,211.91406
1291,22,w,2,0.30675694,2.1252472,-11.352538,16.87622
1292,7,h,2,-0.1828883,9.307408,-58.517456,127.01416
1293,14,o,7,-1.4353948,14.669801,-215.30151,74.8291
1294,36,SPACE,5,-3.3724272,16.702917,-249.96185,26.977537
1295,15,p,9,-1.9188508,24.696182,-249.90845,171.93604
1296,4,e,5,-0.65431285,13.724334,-124.87793,77.39258
1297,14,o,2,-0.98455065,18.588266,-250.0,191.4978
1298,15,p,6,-0.61920434,10.89652,-108.13141,56.800842
1299,11,l,5,-0.52781737,11.51278,-249.57275,47.36328
1300,4,e,4,0.045700673,3.8128304,-35.125732,37.55951
1301,36,SPACE,6,-1.2896135,19.27468,-153.31268,123.53515
1302,11,l,6,-0.07340861,17.973934,-234.32922,234.39026
1303,8,i,7,0.47929236,7.1933293,-62.49237,110.83984
1304,10,k,6,-0.17667966,6.67926,-124.02344,23.376463
1305,4,e,1,0.103185974,0.9859325,-0.14835729,14.22119
1306,36,SPACE,8,-2.6438465,21.667599,-247.80273,80.44433
1307,12,m,6,-1.4859043,15.442068,-246.07086,54.115295
1308,20,u,4,0.5109187,9.072496,-124.50409,156.25
1309,18,s,6,-0.23140647,14.302587,-123.9624,218.76526
1310,19,t,10,-4.8340483,28.833689,-250.0,90.5838
1311,36,SPACE,10,-2.1599648,19.162891,-249.8169,140.625
1312,4,e,4,1.3546406,11.510693,-124.29047,80.39856
1313,0,a,10,-3.6279814,33.811436,-249.02344,164.55078
1314,17,r,7,-2.1942065,32.148373,-242.17224,124.25995
1315,11,l,5,-1.6687874,22.521912,-241.8747,126.95312
1316,24,y,3,-2.4884315,17.54508,-246.04034,62.713623
1317,36,SPACE,6,-2.7078655,27.156416,-249.98474,101.753235
1318,7,h,6,1.9199984,17.10581,-124.23706,80.078125
1319,14,o,4,0.84291875,13.5367985,-248.74115,62.5
1320,22,w,7,0.39170682,9.207287,-61.50818,63.39264
1321,36,SPACE,1,-1.0009423,18.72046,-249.96948,126.89208
1322,22,w,5,-0.60808456,21.97617,-186.0199,156.3034
1323,14,o,2,-1.3183465,22.190027,-250.0,139.95361
1324,20,u,4,-1.4357983,25.501553,-248.74115,131.95801
1325,11,l,8,-1.5035,12.473025,-249.73297,31.326294
